SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
69PY28,Puducherry - Union Territory,SG,100,100,100,6.9,28-JAN-2022,,25-JUL-2028,,,,,IN3820210075
69PY29,Puducherry - Union Territory,SG,100,100,100,6.9,05-OCT-2020,,30-SEP-2029,,,,,IN3820200027
69RJ32,Rajasthan State,SG,100,100,100,6.9,25-JUN-2021,,23-JUN-2032,,,,,IN2920210167
69TN31,Tamilnadu State,SG,100,100,100,6.9,08-OCT-2021,,06-OCT-2031,,,,,IN3120210205
69UK30,Uttarakhand State,SG,100,100,100,6.9,27-JUL-2020,,18-FEB-2030,,,,,IN3620190105
69UK30A,Uttarakhand State,SG,100,100,100,6.9,05-OCT-2020,,30-SEP-2030,,,,,IN3620200045
69UP30,Uttar Pradesh State,SG,100,100,100,6.9,05-OCT-2020,,30-SEP-2030,,,,,IN3320200113
6AP25,Andhra Pradesh State,SG,100,100,100,6,27-JUL-2020,,29-APR-2025,,,,,IN1020200094
701AP39,Andhra Pradesh State,SG,100,100,100,7.01,11-JUN-2021,,09-JUN-2039,,,,,IN1020210127
701MH32,Maharashtra State,SG,100,100,100,7.01,09-JUL-2021,,07-JUL-2032,,,,,IN2220210180
701MN31,Manipur State,SG,100,100,100,7.01,23-JUL-2021,,20-JUL-2031,,,,,IN2320210031
701PY26,Puducherry - Union Territory,SG,100,100,100,7.01,27-JUL-2020,,22-JAN-2026,,,,,IN3820190053
701UP31,Uttar Pradesh State,SG,100,100,100,7.01,23-JUL-2021,,20-JUL-2031,,,,,IN3320210047
702AP30,Andhra Pradesh State,SG,100,100,100,7.02,27-JUL-2020,,26-FEB-2030,,,,,IN1020190493
702AP36,Andhra Pradesh State,SG,100,100,100,7.02,29-OCT-2021,,27-OCT-2036,,,,,IN1020210358
702AP37,Andhra Pradesh State,SG,100,100,100,7.02,29-OCT-2021,,27-OCT-2037,,,,,IN1020210366
702AP41,Andhra Pradesh State,SG,100,100,100,7.02,13-SEP-2021,,08-SEP-2041,,,,,IN1020210259
702AS30,Assam State,SG,100,100,100,7.02,27-JUL-2020,,26-FEB-2030,,,,,IN1220190202
702BR30,Bihar State,SG,100,100,100,7.02,27-JUL-2020,,12-FEB-2030,,,,,IN1320190219
702HP36,Himachal Pradesh State,SG,100,100,100,7.02,19-FEB-2021,,17-FEB-2036,,,,,IN1720200162
702HR29,Haryana State,SG,100,100,100,7.02,05-MAR-2021,,03-MAR-2029,,,,,IN1620200163
702KA31,Karnataka State,SG,100,100,100,7.02,31-DEC-2021,,29-DEC-2031,,,,,IN1920210193
702KA33,Karnataka State,SG,100,100,100,7.02,24-DEC-2021,,22-DEC-2033,,,,,IN1920210185
702KL28,Kerala State,SG,100,100,100,7.02,05-MAR-2021,,03-MAR-2028,,,,,IN2020200266
702MH29,Maharashtra State,SG,100,100,100,7.02,15-MAR-2021,,10-MAR-2029,,,,,IN2220200363
702ML41,Meghalaya State,SG,100,100,100,7.02,13-SEP-2021,,08-SEP-2041,,,,,IN2420210048
702PN28,Punjab State,SG,100,100,100,7.02,15-MAR-2021,,10-MAR-2028,,,,,IN2820200219
702TN30,Tamilnadu State,SG,100,100,100,7.02,25-FEB-2022,,23-FEB-2030,,,,,IN3120210346
702TN31,Tamilnadu State,SG,100,100,100,7.02,31-DEC-2021,,29-DEC-2031,,,,,IN3120210288
702UP31,Uttar Pradesh State,SG,100,100,100,7.02,13-AUG-2021,,11-AUG-2031,,,,,IN3320210062
702WB31,West Bengal State,SG,100,100,100,7.02,16-JUL-2021,,14-JUL-2031,,,,,IN3420210061
703AP40,Andhra Pradesh State,SG,100,100,100,7.03,09-OCT-2020,,07-OCT-2040,,,,,IN1020200409
703AS31,Assam State,SG,100,100,100,7.03,31-DEC-2021,,29-DEC-2031,,,,,IN1220210190
703HP31,Himachal Pradesh State,SG,100,100,100,7.03,31-DEC-2021,,29-DEC-2031,,,,,IN1720210070
703HR40,Haryana State,SG,100,100,100,7.03,27-JUL-2020,,12-FEB-2040,,,,,IN1620190166
703KA32,Karnataka State,SG,100,100,100,7.03,18-OCT-2021,,13-OCT-2032,,,,,IN1920210045
703KL30,Kerala State,SG,100,100,100,7.03,27-JUL-2020,,12-FEB-2030,,,,,IN2020190202
703MN31,Manipur State,SG,100,100,100,7.03,08-NOV-2021,,02-NOV-2031,,,,,IN2320210064
703MP31,Madhya Pradesh State,SG,100,100,100,7.03,19-FEB-2021,,17-FEB-2031,,,,,IN2120200240
703NL30,Nagaland State,SG,100,100,100,7.03,27-JUL-2020,,12-FEB-2030,,,,,IN2620190057
703PY28,Puducherry - Union Territory,SG,100,100,100,7.03,27-JUL-2020,,12-FEB-2028,,,,,IN3820190061
703RJ30,Rajasthan State,SG,100,100,100,7.03,27-JUL-2020,,12-FEB-2030,,,,,IN2920190393
703RJ31,Rajasthan State,SG,100,100,100,7.03,31-DEC-2021,,29-DEC-2031,,,,,IN2920210415
703RJ36,Rajasthan State,SG,100,100,100,7.03,19-FEB-2021,,17-FEB-2036,,,,,IN2920200697
703TN30,Tamilnadu State,SG,100,100,100,7.03,04-MAR-2022,,02-MAR-2030,,,,,IN3120210361
703TN46,Tamilnadu State,SG,100,100,100,7.03,04-JUN-2021,,02-JUN-2046,,,,,IN3120210064
703TN51,Tamilnadu State,SG,100,100,100,7.03,04-JUN-2021,,02-JUN-2051,,,,,IN3120210072
703TS51,Telangana State,SG,100,100,100,7.03,18-JUN-2021,,16-JUN-2051,,,,,IN4520210068
703UP30,Uttar Pradesh State,SG,100,100,100,7.03,27-JUL-2020,,26-FEB-2030,,,,,IN3320190231
704AP34,Andhra Pradesh State,SG,100,100,100,7.04,08-OCT-2021,,06-OCT-2034,,,,,IN1020210317
704AP40,Andhra Pradesh State,SG,100,100,100,7.04,04-JUN-2021,,02-JUN-2040,,,,,IN1020210093
704AP41,Andhra Pradesh State,SG,100,100,100,7.04,04-JUN-2021,,02-JUN-2041,,,,,IN1020210101
704GJ30,Gujarat State,SG,100,100,100,7.04,27-JUL-2020,,18-MAR-2030,,,,,IN1520190217
704JK36,Jammu & Kashmir State,SG,100,100,100,7.04,04-JUN-2021,,02-JUN-2036,,,,,IN4920210031
704KL34,Kerala State,SG,100,100,100,7.04,03-SEP-2021,,01-SEP-2034,,,,,IN2020210125
704MH29,Maharashtra State,SG,100,100,100,7.04,05-MAR-2021,,03-MAR-2029,,,,,IN2220200355
704ML30,Meghalaya State,SG,100,100,100,7.04,27-JUL-2020,,26-FEB-2030,,,,,IN2420190067
704MP30,Madhya Pradesh State,SG,100,100,100,7.04,27-JUL-2020,,04-MAR-2030,,,,,IN2120190144
704MZ30,Mizoram State,SG,100,100,100,7.04,27-JUL-2020,,22-APR-2030,,,,,IN2520200014
704MZ33,Mizoram State,SG,100,100,100,7.04,12-FEB-2021,,10-FEB-2033,,,,,IN2520200097
704RJ30,Rajasthan State,SG,100,100,100,7.04,27-JUL-2020,,04-MAR-2030,,,,,IN2920190427
704RJ36,Rajasthan State,SG,100,100,100,7.04,25-JUN-2021,,23-JUN-2036,,,,,IN2920210175
704TN30,Tamilnadu State,SG,100,100,100,7.04,14-JAN-2022,,12-JAN-2030,,,,,IN3120210296
704TN30A,Tamilnadu State,SG,100,100,100,7.04,11-FEB-2022,,09-FEB-2030,,,,,IN3120210320
704TS32,Telangana State,SG,100,100,100,7.04,24-DEC-2021,,22-DEC-2032,,,,,IN4520210209
704TS51,Telangana State,SG,100,100,100,7.04,11-JUN-2021,,09-JUN-2051,,,,,IN4520210050
704UK30,Uttarakhand State,SG,100,100,100,7.04,27-JUL-2020,,12-FEB-2030,,,,,IN3620190097
704UP30,Uttar Pradesh State,SG,100,100,100,7.04,27-JUL-2020,,04-MAR-2030,,,,,IN3320190249
704UP31,Uttar Pradesh State,SG,100,100,100,7.04,31-DEC-2021,,29-DEC-2031,,,,,IN3320210187
704WB35,West Bengal State,SG,100,100,100,7.04,05-OCT-2020,,30-SEP-2035,,,,,IN3420200112
705AP31,Andhra Pradesh State,SG,100,100,100,7.05,27-JUL-2020,,12-FEB-2031,,,,,IN1020190485
705AP35,Andhra Pradesh State,SG,100,100,100,7.05,03-SEP-2021,,01-SEP-2035,,,,,IN1020210234
705AS30,Assam State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN1220190210
705HP35,Himachal Pradesh State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2035,,,,,IN1720200154
705HR40,Haryana State,SG,100,100,100,7.05,05-OCT-2020,,30-SEP-2040,,,,,IN1620200106
705JH30,Jharkhand State,SG,100,100,100,7.05,27-JUL-2020,,26-FEB-2030,,,,,IN3720190039
705KL30,Kerala State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2020190210
705KL36,Kerala State,SG,100,100,100,7.05,08-OCT-2021,,06-OCT-2036,,,,,IN2020210166
705MH32,Maharashtra State,SG,100,100,100,7.05,09-OCT-2020,,07-OCT-2032,,,,,IN2220200231
705MN30,Manipur State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2320190068
705MZ29,Mizoram State,SG,100,100,100,7.05,11-FEB-2022,,09-FEB-2029,,,,,IN2520210062
705MZ35,Mizoram State,SG,100,100,100,7.05,05-OCT-2020,,30-SEP-2035,,,,,IN2520200048
705NL30,Nagaland State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2620190065
705NL31,Nagaland State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN2620200070
705PN31,Punjab State,SG,100,100,100,7.05,12-FEB-2021,,10-FEB-2031,,,,,IN2820200193
705RJ31,Rajasthan State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN2920200689
705RJ41,Rajasthan State,SG,100,100,100,7.05,04-JUN-2021,,02-JUN-2041,,,,,IN2920210118
705TN26,Tamilnadu State,SG,100,100,100,7.05,27-JUL-2020,,20-NOV-2026,,,,,IN3120190191
705TS35,Telangana State,SG,100,100,100,7.05,03-SEP-2021,,01-SEP-2035,,,,,IN4520210134
705TS41,Telangana State,SG,100,100,100,7.05,04-JUN-2021,,02-JUN-2041,,,,,IN4520210043
705UK31,Uttarakhand State,SG,100,100,100,7.05,31-DEC-2021,,29-DEC-2031,,,,,IN3620210036
705WB30,West Bengal State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN3420190214
705WB31,West Bengal State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN3420200252
705WB36,West Bengal State,SG,100,100,100,7.05,08-OCT-2021,,06-OCT-2036,,,,,IN3420210152
705WB36A,West Bengal State,SG,100,100,100,7.05,24-DEC-2021,,22-DEC-2036,,,,,IN3420210210
706AP30,Andhra Pradesh State,SG,100,100,100,7.06,27-JUL-2020,,04-MAR-2030,,,,,IN1020190501
706CG29,Chattisgarh State,SG,100,100,100,7.06,18-MAR-2021,,17-MAR-2029,,,,,IN3520200129
706GJ32,Gujarat State,SG,100,100,100,7.06,18-FEB-2022,,16-FEB-2032,,,,,IN1520210197
706GS2028,Government of India,GS,100,100,1,7.06,11-APR-2023,,10-APR-2028,,,,,IN0020230010
706JK33,Jammu & Kashmir State,SG,100,100,100,7.06,08-NOV-2021,,02-NOV-2033,,,,,IN4920210080
706KL38,Kerala State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2038,,,,,IN2020210067
706KL39,Kerala State,SG,100,100,100,7.06,03-SEP-2021,,01-SEP-2039,,,,,IN2020210133
706KL41,Kerala State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2041,,,,,IN2020210075
706MZ34,Mizoram State,SG,100,100,100,7.06,08-OCT-2021,,06-OCT-2034,,,,,IN2520210047
706TS41,Telangana State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2041,,,,,IN4520210076
706UK30,Uttarakhand State,SG,100,100,100,7.06,27-JUL-2020,,04-MAR-2030,,,,,IN3620190113
706WB36,West Bengal State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2036,,,,,IN3420210038
707AS31,Assam State,SG,100,100,100,7.07,19-FEB-2021,,17-FEB-2031,,,,,IN1220200282
707GJ31,Gujarat State,SG,100,100,100,7.07,26-FEB-2021,,24-FEB-2031,,,,,IN1520200271
707HR37,Haryana State,SG,100,100,100,7.07,25-JUN-2021,,23-JUN-2037,,,,,IN1620210063
707JK30,Jammu & Kashmir State,SG,100,100,100,7.07,27-JUL-2020,,04-MAR-2030,,,,,IN1820190164
707MP32,Madhya Pradesh State,SG,100,100,100,7.07,09-OCT-2020,,07-OCT-2032,,,,,IN2120200174
707RJ46,Rajasthan State,SG,100,100,100,7.07,11-JUN-2021,,09-JUN-2046,,,,,IN2920210134
707TN38,Tamilnadu State,SG,100,100,100,7.07,24-DEC-2021,,22-DEC-2038,,,,,IN3120210270
708AP35,Andhra Pradesh State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2035,,,,,IN1020210374
708AP40,Andhra Pradesh State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2040,,,,,IN1020210382
708CG29,Chattisgarh State,SG,100,100,100,7.08,26-FEB-2021,,24-FEB-2029,,,,,IN3520200111
708CG30,Chattisgarh State,SG,100,100,100,7.08,27-JUL-2020,,04-MAR-2030,,,,,IN3520190064
708GJ31,Gujarat State,SG,100,100,100,7.08,15-MAR-2021,,10-MAR-2031,,,,,IN1520200289
708JK36,Jammu & Kashmir State,SG,100,100,100,7.08,03-SEP-2021,,01-SEP-2036,,,,,IN4920210064
708KA31,Karnataka State,SG,100,100,100,7.08,27-JUL-2020,,04-MAR-2031,,,,,IN1920190205
708KA34,Karnataka State,SG,100,100,100,7.08,09-OCT-2020,,07-OCT-2034,,,,,IN1920200301
708KA34A,Karnataka State,SG,100,100,100,7.08,22-OCT-2021,,20-OCT-2034,,,,,IN1920210060
708MH31,Maharashtra State,SG,100,100,100,7.08,26-FEB-2021,,24-FEB-2031,,,,,IN2220200348
708MP29,Madhya Pradesh State,SG,100,100,100,7.08,11-MAR-2022,,09-MAR-2029,,,,,IN2120210066
708PY26,Puducherry - Union Territory,SG,100,100,100,7.08,27-JUL-2020,,20-NOV-2026,,,,,IN3820190038
708RJ30,Rajasthan State,SG,100,100,100,7.08,27-JUL-2020,,18-MAR-2030,,,,,IN2920190450
708TS42,Telangana State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2042,,,,,IN4520210175
708UP31,Uttar Pradesh State,SG,100,100,100,7.08,19-FEB-2021,,17-FEB-2031,,,,,IN3320200295
708WB41,West Bengal State,SG,100,100,100,7.08,29-OCT-2021,,27-OCT-2041,,,,,IN3420210160
709AP39,Andhra Pradesh State,SG,100,100,100,7.09,08-OCT-2021,,06-OCT-2039,,,,,IN1020210325
709AS32,Assam State,SG,100,100,100,7.09,18-FEB-2022,,16-FEB-2032,,,,,IN1220210232
709GJ32,Gujarat State,SG,100,100,100,7.09,25-FEB-2022,,23-FEB-2032,,,,,IN1520210205
709HR29,Haryana State,SG,100,100,100,7.09,25-MAR-2022,,23-MAR-2029,,,,,IN1620210196
709KA30,Karnataka State,SG,100,100,100,7.09,27-JUL-2020,,18-MAR-2030,,,,,IN1920190213
709KL36,Kerala State,SG,100,100,100,7.09,25-JUN-2021,,23-JUN-2036,,,,,IN2020210059
709MP30,Madhya Pradesh State,SG,100,100,100,7.09,27-JUL-2020,,05-FEB-2030,,,,,IN2120190110
709RJ32,Rajasthan State,SG,100,100,100,7.09,18-FEB-2022,,16-FEB-2032,,,,,IN2920210498
709TN30,Tamilnadu State,SG,100,100,100,7.09,21-MAR-2022,,16-MAR-2030,,,,,IN3120210437
709TS34,Telangana State,SG,100,100,100,7.09,13-AUG-2021,,11-AUG-2034,,,,,IN4520210126
709TS40,Telangana State,SG,100,100,100,7.09,08-OCT-2021,,06-OCT-2040,,,,,IN4520210167
709UP30,Uttar Pradesh State,SG,100,100,100,7.09,27-JUL-2020,,12-FEB-2030,,,,,IN3320190215
709WB40,West Bengal State,SG,100,100,100,7.09,09-OCT-2020,,07-OCT-2040,,,,,IN3420200120
70AP38,Andhra Pradesh State,SG,100,100,100,7,11-JUN-2021,,09-JUN-2038,,,,,IN1020210119
70AP38A,Andhra Pradesh State,SG,100,100,100,7,12-NOV-2021,,10-NOV-2038,,,,,IN1020210390
70AP39,Andhra Pradesh State,SG,100,100,100,7,05-OCT-2020,,30-SEP-2039,,,,,IN1020200383
70AP39A,Andhra Pradesh State,SG,100,100,100,7,13-SEP-2021,,08-SEP-2039,,,,,IN1020210242
70AP39B,Andhra Pradesh State,SG,100,100,100,7,12-NOV-2021,,10-NOV-2039,,,,,IN1020210408
70GA31,Goa State,SG,100,100,100,7,08-NOV-2021,,02-NOV-2031,,,,,IN1420210131
70GA31A,Goa State,SG,100,100,100,7,31-DEC-2021,,29-DEC-2031,,,,,IN1420210164
70JH33,Jharkhand State,SG,100,100,100,7,08-OCT-2021,,06-OCT-2033,,,,,IN3720210027
70JK33,Jammu & Kashmir State,SG,100,100,100,7,24-DEC-2021,,22-DEC-2033,,,,,IN4920210106
70MH28,Maharashtra State,SG,100,100,100,7,27-JUL-2020,,12-FEB-2028,,,,,IN2220190119
70MN31,Manipur State,SG,100,100,100,7,02-JUL-2021,,30-JUN-2031,,,,,IN2320210023
70MN31A,Manipur State,SG,100,100,100,7,18-OCT-2021,,13-OCT-2031,,,,,IN2320210056
70MN31B,Manipur State,SG,100,100,100,7,31-DEC-2021,,29-DEC-2031,,,,,IN2320210072
70MP31,Madhya Pradesh State,SG,100,100,100,7,16-JUL-2021,,14-JUL-2031,,,,,IN2120210017
70MZ34,Mizoram State,SG,100,100,100,7,13-SEP-2021,,08-SEP-2034,,,,,IN2520210039
70NL31,Nagaland State,SG,100,100,100,7,18-OCT-2021,,13-OCT-2031,,,,,IN2620210053
70NL31A,Nagaland State,SG,100,100,100,7,24-DEC-2021,,22-DEC-2031,,,,,IN2620210061
70RJ31,Rajasthan State,SG,100,100,100,7,16-JUL-2021,,14-JUL-2031,,,,,IN2920210233
70TN31,Tamilnadu State,SG,100,100,100,7,13-AUG-2021,,11-AUG-2031,,,,,IN3120210163
70TS36,Telangana State,SG,100,100,100,7,13-SEP-2021,,08-SEP-2036,,,,,IN4520210142
70TS51,Telangana State,SG,100,100,100,7,19-FEB-2021,,17-FEB-2051,,,,,IN4520200333
70UK31,Uttarakhand State,SG,100,100,100,7,16-JUL-2021,,14-JUL-2031,,,,,IN3620210028
70UP30,Uttar Pradesh State,SG,100,100,100,7,27-JUL-2020,,22-APR-2030,,,,,IN3320200022
70WB31,West Bengal State,SG,100,100,100,7,06-AUG-2021,,04-AUG-2031,,,,,IN3420210087
70WB31A,West Bengal State,SG,100,100,100,7,08-NOV-2021,,02-NOV-2031,,,,,IN3420210178
710GJ30,Gujarat State,SG,100,100,100,7.1,27-JUL-2020,,05-FEB-2030,,,,,IN1520190209
710GR2028,Government of India,GS,100,100,1,7.1,11-APR-2023,,27-JAN-2028,,,,,IN0020220136
710GS2029,Government of India,GS,100,100,1,7.1,19-APR-2022,,18-APR-2029,,,,,IN0020220011
710UK30,Uttarakhand State,SG,100,100,100,7.1,27-JUL-2020,,18-MAR-2030,,,,,IN3620190139
710UP30,Uttar Pradesh State,SG,100,100,100,7.1,27-JUL-2020,,18-MAR-2030,,,,,IN3320190264
711AS30,Assam State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN1220190186
711CG30,Chattisgarh State,SG,100,100,100,7.11,27-JUL-2020,,18-MAR-2030,,,,,IN3520190072
711GJ31,Gujarat State,SG,100,100,100,7.11,18-MAR-2021,,17-MAR-2031,,,,,IN1520200297
711HP28,Himachal Pradesh State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2028,,,,,IN1720190116
711HP30,Himachal Pradesh State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN1720190124
711MH29,Maharashtra State,SG,100,100,100,7.11,12-APR-2022,,08-APR-2029,,,,,IN2220220015
711MP30,Madhya Pradesh State,SG,100,100,100,7.11,27-JUL-2020,,18-MAR-2030,,,,,IN2120190185
711MZ30,Mizoram State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN2520190058
711UK30,Uttarakhand State,SG,100,100,100,7.11,27-JUL-2020,,05-FEB-2030,,,,,IN3620190089
712AP35,Andhra Pradesh State,SG,100,100,100,7.12,16-JUL-2021,,14-JUL-2035,,,,,IN1020210192
712AP37,Andhra Pradesh State,SG,100,100,100,7.12,25-JUN-2021,,23-JUN-2037,,,,,IN1020210168
712AS32,Assam State,SG,100,100,100,7.12,07-JAN-2022,,05-JAN-2032,,,,,IN1220210208
712AS32A,Assam State,SG,100,100,100,7.12,25-FEB-2022,,23-FEB-2032,,,,,IN1220210240
712GJ32,Gujarat State,SG,100,100,100,7.12,04-MAR-2022,,02-MAR-2032,,,,,IN1520210213
712HR40,Haryana State,SG,100,100,100,7.12,27-JUL-2020,,04-MAR-2040,,,,,IN1620190182
712JK37,Jammu & Kashmir State,SG,100,100,100,7.12,04-MAR-2022,,02-MAR-2037,,,,,IN4920210130
712KA34,Karnataka State,SG,100,100,100,7.12,31-DEC-2021,,29-DEC-2034,,,,,IN1920210201
712KA37,Karnataka State,SG,100,100,100,7.12,18-FEB-2022,,16-FEB-2037,,,,,IN1920210375
712MP35,Madhya Pradesh State,SG,100,100,100,7.12,27-JUL-2020,,04-MAR-2035,,,,,IN2120190151
712MZ34,Mizoram State,SG,100,100,100,7.12,09-JUL-2021,,07-JUL-2034,,,,,IN2520210021
712PN37,Punjab State,SG,100,100,100,7.12,18-FEB-2022,,16-FEB-2037,,,,,IN2820210150
712TN30,Tamilnadu State,SG,100,100,100,7.12,11-MAR-2022,,09-MAR-2030,,,,,IN3120210395
712UP32,Uttar Pradesh State,SG,100,100,100,7.12,07-JAN-2022,,05-JAN-2032,,,,,IN3320210195
712WB36,West Bengal State,SG,100,100,100,7.12,31-DEC-2021,,29-DEC-2036,,,,,IN3420210228
712WB51,West Bengal State,SG,100,100,100,7.12,03-SEP-2021,,01-SEP-2051,,,,,IN3420210111
713AP36,Andhra Pradesh State,SG,100,100,100,7.13,25-JUN-2021,,23-JUN-2036,,,,,IN1020210150
713AP36A,Andhra Pradesh State,SG,100,100,100,7.13,18-OCT-2021,,13-OCT-2036,,,,,IN1020210333
713AP39,Andhra Pradesh State,SG,100,100,100,7.13,04-MAR-2022,,02-MAR-2039,,,,,IN1020210531
713AP40,Andhra Pradesh State,SG,100,100,100,7.13,18-FEB-2022,,16-FEB-2040,,,,,IN1020210507
713AP41,Andhra Pradesh State,SG,100,100,100,7.13,18-FEB-2022,,16-FEB-2041,,,,,IN1020210515
713BR32,Bihar State,SG,100,100,100,7.13,25-FEB-2022,,23-FEB-2032,,,,,IN1320210140
713HR32,Haryana State,SG,100,100,100,7.13,07-JAN-2022,,05-JAN-2032,,,,,IN1620210139
713HR42,Haryana State,SG,100,100,100,7.13,04-MAR-2022,,02-MAR-2042,,,,,IN1620210154
713JK34,Jammu & Kashmir State,SG,100,100,100,7.13,18-FEB-2022,,16-FEB-2034,,,,,IN4920210122
713KA38,Karnataka State,SG,100,100,100,7.13,25-FEB-2022,,23-FEB-2038,,,,,IN1920210383
713KA39,Karnataka State,SG,100,100,100,7.13,25-FEB-2022,,23-FEB-2039,,,,,IN1920210391
713KL46,Kerala State,SG,100,100,100,7.13,02-JUL-2021,,30-JUN-2046,,,,,IN2020210083
713RJ29,Rajasthan State,SG,100,100,100,7.13,01-APR-2022,,30-MAR-2029,,,,,IN2920210555
713RJ31,Rajasthan State,SG,100,100,100,7.13,15-MAR-2021,,10-MAR-2031,,,,,IN2920200788
713RJ41,Rajasthan State,SG,100,100,100,7.13,02-JUL-2021,,30-JUN-2041,,,,,IN2920210209
713TN30,Tamilnadu State,SG,100,100,100,7.13,25-MAR-2022,,23-MAR-2030,,,,,IN3120210460
713TN47,Tamilnadu State,SG,100,100,100,7.13,18-FEB-2022,,16-FEB-2047,,,,,IN3120210338
713TS34,Telangana State,SG,100,100,100,7.13,04-MAR-2022,,02-MAR-2034,,,,,IN4520210274
713TS37,Telangana State,SG,100,100,100,7.13,25-FEB-2022,,23-FEB-2037,,,,,IN4520210266
714AP34,Andhra Pradesh State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2034,,,,,IN1020190477
714AP35,Andhra Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2035,,,,,IN1020210424
714AP36,Andhra Pradesh State,SG,100,100,100,7.14,16-JUL-2021,,14-JUL-2036,,,,,IN1020210200
714AP37,Andhra Pradesh State,SG,100,100,100,7.14,06-AUG-2021,,04-AUG-2037,,,,,IN1020210218
714AP40,Andhra Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2040,,,,,IN1020210432
714AP41,Andhra Pradesh State,SG,100,100,100,7.14,06-AUG-2021,,04-AUG-2041,,,,,IN1020210226
714AP41A,Andhra Pradesh State,SG,100,100,100,7.14,18-OCT-2021,,13-OCT-2041,,,,,IN1020210341
714AP41B,Andhra Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2041,,,,,IN1020210440
714BR30,Bihar State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2030,,,,,IN1320190201
714GA30,Goa State,SG,100,100,100,7.14,27-JUL-2020,,01-JAN-2030,,,,,IN1420190150
714HP33,Himachal Pradesh State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2033,,,,,IN1720210088
714HR31,Haryana State,SG,100,100,100,7.14,18-MAR-2021,,17-MAR-2031,,,,,IN1620200171
714JK36,Jammu & Kashmir State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2036,,,,,IN4920210114
714KA29,Karnataka State,SG,100,100,100,7.14,27-JUL-2020,,04-DEC-2029,,,,,IN1920190114
714KA29A,Karnataka State,SG,100,100,100,7.14,27-JUL-2020,,24-DEC-2029,,,,,IN1920190130
714KA32,Karnataka State,SG,100,100,100,7.14,14-JAN-2022,,12-JAN-2032,,,,,IN1920210243
714KL35,Kerala State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2035,,,,,IN2020210174
714MH29,Maharashtra State,SG,100,100,100,7.14,27-JUL-2020,,24-DEC-2029,,,,,IN2220190093
714PN32,Punjab State,SG,100,100,100,7.14,07-JAN-2022,,05-JAN-2032,,,,,IN2820210135
714PN36,Punjab State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2036,,,,,IN2820210127
714RJ30,Rajasthan State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2030,,,,,IN2920190385
714RJ32,Rajasthan State,SG,100,100,100,7.14,14-JAN-2022,,12-JAN-2032,,,,,IN2920210423
714SK30,Sikkim State,SG,100,100,100,7.14,27-JUL-2020,,22-APR-2030,,,,,IN3020200017
714TN32,Tamilnadu State,SG,100,100,100,7.14,04-MAR-2022,,02-MAR-2032,,,,,IN3120210379
714TS33,Telangana State,SG,100,100,100,7.14,31-DEC-2021,,29-DEC-2033,,,,,IN4520210217
714TS41,Telangana State,SG,100,100,100,7.14,06-AUG-2021,,04-AUG-2041,,,,,IN4520210118
714UP30,Uttar Pradesh State,SG,100,100,100,7.14,27-JUL-2020,,05-FEB-2030,,,,,IN3320190207
714WB32,West Bengal State,SG,100,100,100,7.14,07-JAN-2022,,05-JAN-2032,,,,,IN3420210236
715AP31,Andhra Pradesh State,SG,100,100,100,7.15,27-JUL-2020,,04-MAR-2031,,,,,IN1020190519
